#Datasets	EXB037.A3001.unmapped	EXB037.A3201.unmapped	EXB037.A3401.unmapped	LIB030.A0115.unmapped	EXB037.A3101.unmapped	LIB027.A0136.unmapped	LIB030.A0112.unmapped	LIB030.A0113.unmapped	LIB030.A0114.unmapped	EXB037.A2901.unmapped	EXB037.A3301.unmapped
"Rhodobacter sphaeroides"	0.0	90.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	77.0
"Rhodobacter vinaykumarii"	0.0	25.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Rhodobacter sp. CZR27"	0.0	24.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Rhodobacter sp. LPB0142"	0.0	28.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Rhodovulum sulfidophilum"	0.0	31.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Roseicyclus mahoneyensis"	0.0	22.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Roseinatronobacter thiooxidans"	0.0	331.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Roseovarius indicus"	0.0	22.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Rubellimicrobium mesophilum"	0.0	51.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Rubellimicrobium thermophilum"	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Stappia indica"	0.0	37.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Stappia stellulata"	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0
"Sulfitobacter pseudonitzschiae"	0.0	24.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Sulfitobacter sp. DFL-14"	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Thioclava dalianensis"	0.0	24.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Tropicimonas isoalkanivorans"	0.0	32.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Rhodobacteraceae bacterium"	0.0	102.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	34.0	66.0
"Rhodobacteraceae bacterium PD-2"	0.0	19.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Rhodobacteraceae bacterium QY30"	0.0	19.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Wenxinia marina"	0.0	27.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Yangia pacifica"	0.0	37.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Acidibrevibacterium fodinaquatile"	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0
"Acidiphilium multivorum"	0.0	30.0	143.0	91.0	0.0	0.0	0.0	0.0	0.0	59.0	0.0
"Acidisphaera rubrifaciens"	0.0	22.0	28.0	0.0	0.0	0.0	23.0	0.0	0.0	0.0	0.0
"Belnapia moabensis"	0.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0
"Belnapia rosea"	53.0	0.0	10.0	0.0	131.0	0.0	18.0	8.0	0.0	53.0	77.0
"Gluconacetobacter diazotrophicus"	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Rhodopila globiformis"	80.0	19.0	10.0	0.0	0.0	0.0	48.0	0.0	0.0	0.0	90.0
"Roseomonas aestuarii"	0.0	0.0	0.0	0.0	0.0	0.0	28.0	0.0	0.0	0.0	66.0
"Roseomonas mucosa"	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0
"Roseomonas rosea"	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Roseomonas stagni"	135.0	0.0	27.0	0.0	0.0	0.0	0.0	0.0	0.0	230.0	235.0
"Rubritepida flocculans"	44.0	0.0	0.0	0.0	102.0	0.0	0.0	0.0	0.0	0.0	0.0
"Azospirillum brasilense"	46.0	23.0	10.0	9.0	0.0	0.0	11.0	10.0	0.0	38.0	85.0
"Azospirillum halopraeferens"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0
"Azospirillum ramasamyi"	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Inquilinus limosus"	0.0	26.0	18.0	0.0	0.0	0.0	38.0	8.0	0.0	34.0	62.0
"Niveispirillum cyanobacteriorum"	0.0	0.0	0.0	0.0	0.0	0.0	51.0	11.0	0.0	0.0	0.0
"Tistlia consotensis"	0.0	23.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0
"Enhydrobacter aerosaccus"	167.0	65.0	35.0	9.0	0.0	1.0	0.0	0.0	0.0	44.0	225.0
"Reyranella massiliensis"	370.0	72.0	108.0	9.0	138.0	0.0	16.0	7.0	41.0	95.0	300.0
"Rhodospirillales bacterium URHD0017"	475.0	232.0	99.0	31.0	543.0	0.0	73.0	23.0	132.0	157.0	532.0
"Rhodospirillales bacterium URHD0088"	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Anaplasma phagocytophilum"	84.0	26.0	59.0	113.0	0.0	0.0	105.0	15.0	97.0	176.0	0.0
"Altererythrobacter atlanticus"	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0
"Altererythrobacter dongtanensis"	0.0	29.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Altererythrobacter mangrovi"	0.0	0.0	0.0	0.0	0.0	0.0	11.0	7.0	0.0	0.0	0.0
"Altererythrobacter marensis"	0.0	24.0	17.0	0.0	0.0	0.0	28.0	10.0	0.0	0.0	0.0
"Altererythrobacter sp. B11"	0.0	23.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0
"Croceicoccus marinus"	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Erythrobacter flavus"	0.0	35.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Erythrobacter litoralis"	0.0	42.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Erythrobacter sp. HL-111"	0.0	22.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Erythrobacter sp. SG61-1L"	0.0	20.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0
"Porphyrobacter colymbi"	79.0	0.0	0.0	0.0	0.0	0.0	20.0	6.0	24.0	68.0	91.0
"Porphyrobacter cryptus"	0.0	20.0	0.0	0.0	110.0	0.0	0.0	0.0	0.0	0.0	0.0
"Porphyrobacter neustonensis"	0.0	41.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Porphyrobacter sp. AAP82"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.0	0.0
"Porphyrobacter sp. CACIAM 03H1"	48.0	24.0	16.0	0.0	0.0	0.0	0.0	7.0	0.0	50.0	62.0
"Porphyrobacter sp. HT-58-2"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0
"Porphyrobacter sp. LM 6"	0.0	29.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0
"Blastomonas natatoria"	0.0	26.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	54.0	63.0
"Citromicrobium sp. JL477"	0.0	31.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Hephaestia caeni"	179.0	23.0	14.0	13.0	0.0	0.0	12.0	6.0	22.0	115.0	248.0
"Novosphingobium acidiphilum"	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Novosphingobium aromaticivorans"	70.0	67.0	0.0	0.0	93.0	0.0	12.0	0.0	17.0	0.0	0.0
"Novosphingobium fuchskuhlense"	85.0	404.0	14.0	19.0	0.0	0.0	19.0	0.0	0.0	0.0	67.0
"Novosphingobium panipatense"	0.0	33.0	0.0	0.0	0.0	0.0	22.0	7.0	26.0	29.0	0.0
"Novosphingobium pentaromativorans"	0.0	24.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Novosphingobium resinovorum"	0.0	48.0	10.0	0.0	0.0	0.0	49.0	14.0	58.0	40.0	0.0
"Novosphingobium sp. B 225"	0.0	87.0	0.0	0.0	123.0	0.0	0.0	0.0	0.0	0.0	0.0
"Novosphingobium sp. B-7"	78.0	59.0	11.0	0.0	0.0	0.0	13.0	0.0	20.0	0.0	0.0
"Novosphingobium sp. B3058"	0.0	29.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0
"Novosphingobium sp. FSW06-99"	0.0	40.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0
"Novosphingobium sp. Fuku2-ISO-50"	0.0	23.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Novosphingobium sp. P6W"	0.0	28.0	0.0	0.0	0.0	0.0	19.0	0.0	0.0	0.0	0.0
"Novosphingobium sp. PP1Y"	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0
"Novosphingobium sp. THN1"	79.0	45.0	0.0	26.0	0.0	0.0	56.0	21.0	0.0	77.0	92.0
"Rhizorhabdus dicambivorans"	111.0	19.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	107.0
"Sphingobium baderi"	58.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0
"Sphingobium cloacae"	106.0	19.0	23.0	16.0	0.0	0.0	0.0	10.0	34.0	0.0	77.0
"Sphingobium fuliginis"	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Sphingobium hydrophobicum"	62.0	57.0	0.0	0.0	116.0	0.0	12.0	0.0	0.0	0.0	64.0
"Sphingobium japonicum"	0.0	22.0	0.0	0.0	0.0	0.0	13.0	36.0	0.0	37.0	80.0
"Sphingobium yanoikuyae"	122.0	143.0	29.0	16.0	182.0	0.0	85.0	26.0	69.0	60.0	110.0
"Sphingobium sp. TCM1"	167.0	34.0	22.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	114.0
"Sphingobium sp. Z007"	58.0	31.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Sphingomonas aurantiaca"	0.0	20.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0
"Sphingomonas echinoides"	831.0	1000.0	185.0	88.0	493.0	0.0	101.0	21.0	152.0	510.0	987.0
"Sphingomonas faeni"	0.0	23.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0
"Sphingomonas hengshuiensis"	65.0	44.0	11.0	0.0	0.0	0.0	10.0	0.0	0.0	30.0	0.0
"Sphingomonas jaspsi"	0.0	49.0	0.0	0.0	0.0	0.0	23.0	8.0	0.0	0.0	0.0
"Sphingomonas koreensis"	99.0	40.0	29.0	0.0	0.0	0.0	0.0	0.0	0.0	84.0	119.0
"Sphingomonas melonis"	19913.0	166.0	2493.0	31.0	153.0	0.0	27.0	0.0	31.0	859.0	14812.0
"Sphingomonas panacis"	67.0	38.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Sphingomonas phyllosphaerae"	186.0	42.0	16.0	0.0	189.0	0.0	0.0	13.0	0.0	38.0	177.0
"Sphingomonas sanxanigenens"	92.0	69.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	80.0
"Sphingomonas taxi"	568.0	74.0	69.0	19.0	116.0	0.0	13.0	6.0	21.0	96.0	437.0
"Sphingomonas wittichii"	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	73.0
"Sphingomonas sp. Ant20"	94.0	42.0	0.0	0.0	0.0	0.0	13.0	0.0	18.0	0.0	126.0
"Sphingomonas sp. Cra20"	54.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Sphingomonas sp. FUKUSWIS1"	0.0	0.0	10.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0
"Sphingomonas sp. IBVSS2"	2220.0	860.0	398.0	0.0	514.0	0.0	46.0	19.0	44.0	656.0	2354.0
"Sphingomonas sp. JS21-1"	111.0	24.0	25.0	19.0	177.0	0.0	0.0	11.0	21.0	0.0	96.0
"Sphingomonas sp. Leaf10"	54.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	77.0
"Sphingomonas sp. Leaf208"	51.0	0.0	0.0	0.0	0.0	0.0	22.0	0.0	0.0	0.0	0.0
"Sphingomonas sp. Leaf230"	47.0	0.0	0.0	0.0	0.0	0.0	18.0	0.0	0.0	0.0	64.0
"Sphingomonas sp. Leaf25"	66.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Sphingomonas sp. Leaf28"	72.0	0.0	0.0	0.0	0.0	0.0	21.0	0.0	0.0	0.0	0.0
"Sphingomonas sp. Leaf29"	58.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Sphingomonas sp. Leaf30"	45.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Sphingomonas sp. Leaf33"	89.0	25.0	12.0	9.0	0.0	0.0	11.0	6.0	0.0	0.0	89.0
"Sphingomonas sp. Leaf38"	74.0	23.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Sphingomonas sp. Leaf412"	123.0	33.0	24.0	15.0	764.0	0.0	16.0	22.0	0.0	41.0	67.0
"Sphingomonas sp. Leaf5"	52.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Sphingomonas sp. LK11"	236.0	51.0	25.0	0.0	0.0	0.0	23.0	9.0	0.0	32.0	147.0
"Sphingomonas sp. LM7"	56.0	22.0	0.0	14.0	0.0	0.0	15.0	0.0	0.0	29.0	0.0
"Sphingomonas sp. NFR15"	83.0	45.0	11.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	73.0
"Sphingomonas sp. NIC1"	551.0	48.0	62.0	22.0	0.0	0.0	10.0	0.0	19.0	71.0	396.0
"Sphingomonas sp. OV641"	358.0	63.0	36.0	30.0	101.0	0.0	11.0	28.0	43.0	55.0	260.0
"Sphingomonas sp. PAMC 26605"	119.0	109.0	36.0	0.0	0.0	0.0	22.0	6.0	0.0	0.0	122.0
"Sphingomonas sp. PAMC 26617"	81.0	41.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	73.0
"Sphingomonas sp. Root241"	0.0	38.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Sphingomonas sp. STIS6.2"	0.0	0.0	0.0	0.0	0.0	0.0	36.0	0.0	0.0	0.0	0.0
"Sphingomonas sp. TDK1"	882.0	63.0	98.0	22.0	129.0	0.0	24.0	6.0	52.0	117.0	666.0
"Sphingomonas sp. TZW2008"	163.0	31.0	24.0	11.0	158.0	0.0	21.0	11.0	21.0	0.0	91.0
"Sphingomonas sp. URHD0057"	0.0	25.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0
"Sphingomonas sp. Y57"	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0
"Sphingopyxis alaskensis"	49.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Sphingopyxis bauzanensis"	0.0	36.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Sphingopyxis fribergensis"	0.0	33.0	26.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Sphingopyxis granuli"	56.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Sphingopyxis lindanitolerans"	0.0	31.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	0.0	0.0
"Sphingopyxis macrogoltabida"	88.0	28.0	10.0	24.0	0.0	0.0	0.0	8.0	18.0	0.0	120.0
"Sphingopyxis terrae"	0.0	0.0	0.0	19.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0
"Sphingopyxis sp. 113P3"	156.0	33.0	0.0	0.0	0.0	0.0	10.0	7.0	25.0	35.0	91.0
"Sphingopyxis sp. QXT-31"	0.0	0.0	0.0	0.0	0.0	0.0	23.0	0.0	0.0	0.0	0.0
"Sphingopyxis sp. Root1497"	0.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Sphingosinicella microcystinivorans"	0.0	0.0	0.0	15.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0
"Candidatus Accumulibacter phosphatis"	0.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0
"Achromobacter insolitus"	62.0	0.0	0.0	0.0	0.0	0.0	18.0	0.0	0.0	46.0	79.0
"Achromobacter insuavis"	108.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	17.0	0.0	91.0
"Achromobacter piechaudii"	51.0	23.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37.0	0.0
"Achromobacter pulmonis"	115.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	99.0	250.0
"Achromobacter spanius"	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0
"Achromobacter xylosoxidans"	472.0	21.0	16.0	0.0	0.0	0.0	18.0	0.0	18.0	322.0	834.0
"Achromobacter sp. 2789STDY5608615"	224.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	238.0	359.0
"Achromobacter sp. 2789STDY5608621"	315.0	0.0	46.0	0.0	0.0	0.0	10.0	0.0	19.0	237.0	522.0
"Achromobacter sp. 2789STDY5608625"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	38.0	0.0
"Achromobacter sp. 2789STDY5608633"	64.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35.0	96.0
"Achromobacter sp. AONIH1"	145.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	120.0	154.0
"Alcaligenes faecalis"	852.0	0.0	14.0	16.0	0.0	0.0	0.0	0.0	20.0	664.0	1369.0
"Azohydromonas australica"	79.0	24.0	0.0	10.0	206.0	0.0	0.0	6.0	0.0	52.0	162.0
"Bordetella bronchiseptica"	48.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	50.0	93.0
"Bordetella genomosp. 13"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	91.0
"Bordetella hinzii"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	67.0
"Bordetella petrii"	0.0	0.0	0.0	0.0	0.0	0.0	11.0	6.0	0.0	33.0	63.0
"Bordetella sp. FB-8"	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Castellaniella defragrans"	0.0	0.0	26.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Derxia gummosa"	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0
"Eoetvoesia caeni"	101.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	127.0	222.0
"[Pseudomonas] mesoacidophila"	0.0	87.0	0.0	438.0	3168.0	0.0	13.0	0.0	28.0	0.0	399.0
"Burkholderia ambifaria"	0.0	38.0	0.0	244.0	1933.0	0.0	10.0	0.0	25.0	0.0	250.0
"Burkholderia anthina"	0.0	34.0	0.0	97.0	753.0	0.0	0.0	0.0	0.0	0.0	102.0
"Burkholderia cenocepacia"	0.0	65.0	0.0	256.0	1610.0	0.0	21.0	0.0	32.0	0.0	253.0
"Burkholderia cepacia"	56.0	120.0	0.0	499.0	3748.0	0.0	12.0	0.0	41.0	35.0	471.0
"Burkholderia contaminans"	0.0	38.0	0.0	107.0	751.0	0.0	14.0	19.0	0.0	32.0	123.0
"Burkholderia diffusa"	0.0	0.0	0.0	50.0	425.0	0.0	0.0	0.0	0.0	0.0	84.0
"Burkholderia dolosa"	0.0	0.0	0.0	36.0	159.0	0.0	0.0	0.0	0.0	0.0	0.0
"Burkholderia lata"	0.0	49.0	0.0	178.0	1261.0	0.0	10.0	0.0	0.0	0.0	145.0
"Burkholderia latens"	0.0	20.0	0.0	99.0	760.0	0.0	0.0	0.0	0.0	0.0	91.0
"Burkholderia metallica"	0.0	43.0	0.0	135.0	925.0	0.0	0.0	6.0	0.0	0.0	170.0
"Burkholderia multivorans"	46.0	152.0	0.0	601.0	4315.0	0.0	17.0	17.0	45.0	191.0	559.0
"Burkholderia pseudomultivorans"	0.0	69.0	0.0	294.0	2037.0	0.0	10.0	6.0	17.0	0.0	248.0
"Burkholderia pyrrocinia"	0.0	33.0	0.0	138.0	1011.0	0.0	0.0	0.0	0.0	0.0	151.0
"Burkholderia seminalis"	0.0	0.0	0.0	94.0	639.0	0.0	0.0	6.0	0.0	0.0	71.0
"Burkholderia stabilis"	0.0	54.0	0.0	239.0	1550.0	0.0	14.0	0.0	0.0	0.0	180.0
"Burkholderia stagnalis"	0.0	160.0	0.0	908.0	6589.0	0.0	26.0	7.0	52.0	0.0	701.0
"Burkholderia territorii"	0.0	58.0	0.0	110.0	1019.0	0.0	0.0	0.0	22.0	0.0	124.0
"Burkholderia ubonensis"	71.0	525.0	0.0	2276.0	16262.0	0.0	53.0	38.0	165.0	59.0	2120.0
"Burkholderia vietnamiensis"	47.0	42.0	0.0	163.0	1026.0	0.0	11.0	0.0	0.0	40.0	169.0
"Burkholderia gladioli"	48.0	55.0	0.0	112.0	874.0	0.0	14.0	18.0	0.0	46.0	201.0
"Burkholderia glumae"	0.0	27.0	0.0	50.0	417.0	0.0	13.0	8.0	0.0	0.0	74.0
"Burkholderia insecticola"	0.0	0.0	0.0	11.0	143.0	0.0	11.0	0.0	0.0	0.0	0.0
"Burkholderia plantarii"	0.0	0.0	0.0	19.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Burkholderia oklahomensis"	0.0	43.0	0.0	159.0	946.0	0.0	0.0	0.0	0.0	0.0	156.0
"Burkholderia pseudomallei"	50.0	119.0	13.0	330.0	2248.0	1.0	20.0	8.0	33.0	0.0	378.0
"Burkholderia sp. BDU6"	0.0	0.0	0.0	32.0	325.0	0.0	0.0	0.0	0.0	0.0	0.0
"Burkholderia sp. BDU8"	0.0	0.0	0.0	23.0	356.0	0.0	0.0	0.0	0.0	0.0	0.0
"Burkholderia sp. MSMB1588"	0.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Burkholderia thailandensis"	0.0	87.0	0.0	223.0	1946.0	0.0	25.0	8.0	34.0	0.0	234.0
"Burkholderia sp. A2"	0.0	19.0	0.0	84.0	441.0	0.0	0.0	0.0	0.0	0.0	0.0
"Burkholderia sp. Bp7605"	0.0	22.0	0.0	41.0	329.0	0.0	0.0	0.0	0.0	0.0	0.0
"Burkholderia sp. Ch1-1"	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0
"Burkholderia sp. HMSC10F09"	0.0	0.0	0.0	27.0	250.0	0.0	0.0	0.0	0.0	0.0	0.0
"Burkholderia sp. IDO3"	0.0	41.0	0.0	278.0	1971.0	0.0	10.0	6.0	20.0	0.0	260.0
"Burkholderia sp. K24"	65.0	152.0	0.0	22.0	0.0	0.0	34.0	115.0	66.0	176.0	161.0
"Burkholderia sp. KK1"	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Burkholderia sp. LA-2-3-30-S1-D2"	0.0	0.0	0.0	53.0	480.0	0.0	0.0	10.0	0.0	0.0	86.0
"Burkholderia sp. Leaf177"	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0
"Burkholderia sp. MSMB0856"	0.0	0.0	0.0	66.0	469.0	0.0	0.0	0.0	0.0	0.0	72.0
"Burkholderia sp. NFACC38-1"	0.0	0.0	0.0	30.0	128.0	0.0	0.0	0.0	0.0	0.0	0.0
"Burkholderia sp. NRF60-BP8"	0.0	0.0	0.0	11.0	179.0	0.0	0.0	0.0	0.0	0.0	0.0
"Burkholderia sp. OLGA172"	0.0	49.0	0.0	44.0	147.0	0.0	0.0	8.0	17.0	37.0	70.0
"Burkholderia sp. PAMC 26561"	0.0	0.0	0.0	0.0	0.0	0.0	21.0	0.0	0.0	0.0	0.0
"Burkholderia sp. UYPR1.413"	0.0	0.0	0.0	21.0	154.0	0.0	0.0	0.0	0.0	0.0	0.0
"Burkholderia sp. YI23"	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Burkholderia sp. yr520"	0.0	0.0	0.0	25.0	116.0	0.0	0.0	0.0	0.0	0.0	0.0
"Chitinimonas koreensis"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0
"Chitinimonas taiwanensis"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0
"Cupriavidus basilensis"	0.0	32.0	0.0	0.0	116.0	0.0	10.0	0.0	22.0	0.0	0.0
"Cupriavidus gilardii"	0.0	0.0	11.0	65.0	0.0	0.0	13.0	0.0	0.0	0.0	80.0
"Cupriavidus metallidurans"	156.0	209.0	10.0	9.0	159.0	0.0	88.0	21.0	108.0	166.0	246.0
"Cupriavidus nantongensis"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.0	75.0
"Cupriavidus necator"	0.0	0.0	0.0	0.0	282.0	0.0	0.0	6.0	17.0	0.0	0.0
"Cupriavidus oxalaticus"	98.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Cupriavidus pauculus"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	61.0
"Cupriavidus taiwanensis"	51.0	21.0	0.0	25.0	193.0	0.0	0.0	7.0	0.0	33.0	0.0
"Cupriavidus sp. amp6"	0.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Cupriavidus sp. USMAA2-4"	473.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	407.0	792.0
"Cupriavidus sp. YR651"	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0
"Lautropia mirabilis"	44.0	19.0	0.0	17.0	346.0	0.0	0.0	8.0	0.0	0.0	0.0
"Pandoraea apista"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	0.0	0.0
"Pandoraea norimbergensis"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0
"Pandoraea pnomenusa"	0.0	28.0	0.0	45.0	338.0	0.0	0.0	0.0	29.0	0.0	121.0
"Pandoraea pulmonicola"	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Pandoraea sputorum"	0.0	0.0	30.0	0.0	0.0	0.0	0.0	21.0	0.0	34.0	0.0
"Pandoraea sp. B-6"	0.0	0.0	0.0	15.0	314.0	0.0	0.0	0.0	0.0	0.0	0.0
"Paraburkholderia aromaticivorans"	65.0	178.0	0.0	928.0	5957.0	0.0	38.0	14.0	84.0	54.0	800.0
"Paraburkholderia aspalathi"	0.0	0.0	0.0	19.0	0.0	0.0	10.0	10.0	21.0	0.0	0.0
"Paraburkholderia bryophila"	0.0	0.0	0.0	16.0	113.0	0.0	19.0	0.0	21.0	0.0	0.0
