#Datasets	EXB037.A3001.unmapped	EXB037.A3201.unmapped	EXB037.A3401.unmapped	LIB030.A0115.unmapped	EXB037.A3101.unmapped	LIB027.A0136.unmapped	LIB030.A0112.unmapped	LIB030.A0113.unmapped	LIB030.A0114.unmapped	EXB037.A2901.unmapped	EXB037.A3301.unmapped
"Vogesella indigofera"	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0
"Morococcus cerebrosus"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0
"Neisseria elongata"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0
"Neisseria meningitidis"	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	34.0	0.0	0.0
"Neisseria sp. HMSC068C04"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0
"Vitreoscilla filiformis"	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Candidatus Methylopumilus turicensis"	47.0	120.0	0.0	0.0	176.0	0.0	81.0	39.0	158.0	68.0	0.0
"Methylophilus methylotrophus"	0.0	0.0	0.0	0.0	101.0	0.0	11.0	0.0	0.0	0.0	0.0
"Methylophilus sp. 5"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	0.0	0.0
"Methylophilus sp. Leaf459"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0
"Methylotenera mobilis"	0.0	96.0	0.0	0.0	468.0	0.0	70.0	13.0	113.0	64.0	0.0
"Methylotenera versatilis"	53.0	190.0	0.0	0.0	602.0	0.0	82.0	38.0	127.0	56.0	0.0
"Nitrosomonas sp. Is79A3"	44.0	21.0	0.0	0.0	0.0	0.0	0.0	6.0	19.0	51.0	83.0
"Nitrosospira sp. Nsp14"	0.0	0.0	19.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Nitrosovibrio sp. Nv17"	66.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	69.0
"Methyloversatilis discipulorum"	0.0	0.0	10.0	0.0	1988.0	0.0	20.0	0.0	0.0	0.0	0.0
"Methyloversatilis universalis"	0.0	31.0	0.0	0.0	306.0	0.0	11.0	0.0	30.0	0.0	63.0
"Methyloversatilis sp. RAC08"	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Sulfuritalea hydrogenivorans"	0.0	0.0	0.0	0.0	117.0	0.0	0.0	0.0	0.0	0.0	0.0
"Thiobacillus denitrificans"	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Azonexus fungiphilus"	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Dechloromonas agitata"	49.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Dechloromonas aromatica"	0.0	74.0	0.0	11.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0
"Dechloromonas denitrificans"	0.0	25.0	0.0	9.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0
"Dechlorosoma suillum"	71.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	20.0	0.0	0.0
"Azovibrio restrictus"	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Rhodocyclaceae bacterium Paddy-1"	47.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	50.0	75.0
"Azoarcus communis"	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Thauera sp. K11"	0.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0
"Thauera sp. MZ1T"	0.0	25.0	0.0	0.0	102.0	0.0	0.0	0.0	0.0	0.0	0.0
"beta proteobacterium CB"	54.0	132.0	0.0	0.0	191.0	0.0	15.0	11.0	0.0	40.0	0.0
"Betaproteobacteria bacterium GR16-43"	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Betaproteobacteria bacterium MOLA814"	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0
"Desulfobulbus oralis"	0.0	20.0	0.0	40.0	0.0	0.0	0.0	1049.0	495.0	57.0	187.0
"Desulfomicrobium norvegicum"	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Desulfomicrobium orale"	0.0	0.0	0.0	0.0	0.0	0.0	49.0	22.0	0.0	107.0	0.0
"Desulfocurvus vexinensis"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0
"Desulfovibrio mexicanus"	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0
"Archangium gephyra"	0.0	0.0	49.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Myxococcus fulvus"	54.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0
"Nannocystis exedens"	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0
"Sorangium cellulosum"	77.0	70.0	10.0	15.0	162.0	0.0	21.0	0.0	0.0	56.0	67.0
"Sandaracinus amylolyticus"	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0
"Arcobacter suis"	0.0	19.0	0.0	0.0	0.0	0.0	22.0	9.0	0.0	0.0	0.0
"Campylobacter showae"	0.0	0.0	0.0	0.0	90.0	0.0	0.0	23.0	0.0	0.0	0.0
"Helicobacter bizzozeronii"	0.0	0.0	0.0	0.0	0.0	0.0	20.0	6.0	31.0	0.0	0.0
"Helicobacter felis"	0.0	31.0	29.0	20.0	0.0	0.0	37.0	28.0	69.0	48.0	0.0
"Helicobacter rappini"	0.0	0.0	0.0	0.0	0.0	0.0	18.0	0.0	30.0	0.0	0.0
"Helicobacter salomonis"	0.0	0.0	0.0	10.0	0.0	0.0	15.0	0.0	25.0	0.0	0.0
"Helicobacter suis"	0.0	23.0	19.0	13.0	0.0	0.0	33.0	16.0	76.0	31.0	0.0
"Sulfurifustis variabilis"	0.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Aeromonas caviae"	196.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	155.0	172.0
"Aeromonas media"	0.0	46.0	0.0	0.0	105.0	0.0	0.0	6.0	0.0	0.0	0.0
"Aeromonas salmonicida"	0.0	142.0	0.0	0.0	210.0	0.0	18.0	0.0	0.0	0.0	0.0
"Zobellella denitrificans"	0.0	0.0	0.0	22.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0
"Marinobacter persicus"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0
"Marinobacter salarius"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0
"Marinobacter sp. DSM 26671"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0
"Aliidiomarina maris"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0
"Pseudoalteromonas sp. PLSV"	0.0	0.0	0.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Shewanella decolorationis"	0.0	141.0	0.0	6375.0	0.0	0.0	3924.0	1678.0	0.0	62.0	0.0
"Shewanella xiamenensis"	161.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Shewanella sp. FDAARGOS_354"	99.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Shewanella sp. ZOR0012"	392.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Alteromonadales bacterium BS08"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0
"Cellvibrio mixtus"	381.0	0.0	49.0	0.0	0.0	0.0	0.0	0.0	17.0	0.0	367.0
"Cellvibrio sp. BR"	55.0	20.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Cellvibrio sp. pealriver"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35.0	0.0	0.0
"Cellvibrio sp. PSBB023"	49.0	19.0	0.0	0.0	0.0	0.0	27.0	0.0	0.0	0.0	0.0
"Lamprocystis purpurea"	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0
"Pararheinheimera texasensis"	0.0	22.0	0.0	0.0	0.0	0.0	23.0	8.0	0.0	0.0	0.0
"Rheinheimera pacifica"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0
"Thiohalobacter thiocyanaticus"	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Spiribacter curvatus"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0
"Thioalkalivibrio versutus"	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Phytobacter ursingii"	0.0	0.0	11.0	0.0	0.0	0.0	0.0	17.0	0.0	0.0	0.0
"Cedecea neteri"	0.0	0.0	0.0	0.0	102.0	0.0	0.0	0.0	0.0	0.0	0.0
"Citrobacter freundii"	0.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0
"Citrobacter werkmanii"	0.0	42.0	28.0	36.0	107.0	0.0	46.0	30.0	122.0	50.0	0.0
"Citrobacter koseri"	0.0	0.0	0.0	0.0	110.0	0.0	0.0	0.0	0.0	0.0	0.0
"Cronobacter dublinensis"	0.0	0.0	0.0	0.0	758.0	0.0	17.0	0.0	0.0	0.0	0.0
"Cronobacter malonaticus"	0.0	0.0	0.0	0.0	173.0	0.0	0.0	0.0	20.0	0.0	0.0
"Cronobacter sakazakii"	0.0	0.0	0.0	0.0	127.0	0.0	0.0	0.0	0.0	0.0	0.0
"Cronobacter universalis"	0.0	0.0	0.0	0.0	383.0	0.0	0.0	8.0	0.0	0.0	0.0
"Enterobacter asburiae"	0.0	0.0	0.0	0.0	156.0	0.0	0.0	0.0	0.0	0.0	325.0
"Enterobacter cloacae"	0.0	0.0	10.0	0.0	137.0	0.0	0.0	9.0	0.0	0.0	0.0
"Enterobacter cloacae complex sp."	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Enterobacter hormaechei"	0.0	70.0	5535.0	73.0	122.0	0.0	106.0	56.0	173.0	71.0	637.0
"Enterobacter sp. BIDMC87"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	65.0
"Enterobacter sp. kpr-6"	0.0	0.0	0.0	0.0	112.0	0.0	0.0	0.0	0.0	0.0	0.0
"Escherichia albertii"	0.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0
"Escherichia coli"	24136.0	4255.0	747.0	8923.0	6819.0	1.0	10617.0	545.0	11279.0	18780.0	8200.0
"Franconibacter pulveris"	0.0	0.0	0.0	0.0	131.0	0.0	0.0	0.0	0.0	0.0	0.0
"Klebsiella aerogenes"	0.0	0.0	0.0	0.0	177.0	0.0	11.0	0.0	0.0	0.0	0.0
"Klebsiella cf. planticola B43"	0.0	0.0	0.0	0.0	49509.0	0.0	0.0	0.0	0.0	0.0	0.0
"Klebsiella michiganensis"	0.0	0.0	0.0	25.0	0.0	0.0	49.0	35.0	0.0	44.0	0.0
"Klebsiella oxytoca"	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0
"Klebsiella pneumoniae"	83.0	0.0	34.0	35.0	320.0	0.0	18.0	17.0	44.0	0.0	62.0
"Klebsiella sp. KTE92"	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Kluyvera intermedia"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0
"Kosakonia cowanii"	0.0	0.0	0.0	0.0	172172.0	0.0	0.0	0.0	0.0	0.0	0.0
"Kosakonia sacchari"	0.0	0.0	0.0	0.0	355.0	0.0	0.0	0.0	0.0	0.0	0.0
"Leclercia sp. LSNIH3"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	93.0
"Lelliottia amnigena"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	314.0
"Pluralibacter gergoviae"	0.0	0.0	0.0	0.0	169.0	0.0	0.0	0.0	0.0	0.0	0.0
"Raoultella ornithinolytica"	0.0	0.0	0.0	24.0	126.0	0.0	14.0	6.0	0.0	0.0	0.0
"Salmonella enterica"	294.0	387.0	143.0	342.0	1085.0	0.0	506.0	255.0	946.0	432.0	395.0
"Shigella boydii"	0.0	0.0	0.0	0.0	112.0	0.0	0.0	0.0	0.0	0.0	0.0
"Shigella flexneri"	0.0	0.0	0.0	0.0	0.0	0.0	29.0	6.0	23.0	0.0	0.0
"Enterobacteriaceae bacterium"	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0
"Enterobacteriaceae bacterium ATCC 29904"	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0
"Plautia stali symbiont"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	530.0
"Erwinia billingiae"	0.0	25.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Pantoea agglomerans"	0.0	0.0	0.0	11.0	373.0	0.0	111.0	0.0	0.0	0.0	0.0
"Pantoea ananatis"	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Pantoea vagans"	0.0	0.0	0.0	0.0	90.0	0.0	0.0	0.0	0.0	0.0	0.0
"Pantoea sp. Ae16"	0.0	0.0	0.0	0.0	674.0	0.0	0.0	0.0	0.0	0.0	0.0
"Edwardsiella piscicida"	63.0	109.0	49.0	70.0	177.0	0.0	96.0	75.0	259.0	91.0	81.0
"Hafnia sp. HMSC23F03"	0.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0
"Morganella morganii"	0.0	0.0	0.0	0.0	0.0	0.0	26.0	0.0	0.0	0.0	0.0
"Providencia rettgeri"	108.0	0.0	0.0	0.0	0.0	0.0	31.0	0.0	0.0	116.0	265.0
"Pectobacterium brasiliense"	0.0	0.0	0.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Pectobacterium carotovorum"	0.0	0.0	0.0	1.0	106.0	0.0	0.0	0.0	22.0	0.0	0.0
"Serratia liquefaciens"	122.0	0.0	92.0	14.0	0.0	0.0	0.0	98.0	0.0	170.0	102.0
"Serratia marcescens"	0.0	0.0	18.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0
"Serratia sp. BW106"	0.0	0.0	25.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0
"Yersinia pseudotuberculosis"	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0
"Yersinia wautersii"	0.0	0.0	12.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0
"Alkalimonas amylolytica"	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0
"Nevskia soli"	66.0	0.0	17.0	30.0	0.0	0.0	206.0	0.0	0.0	0.0	78.0
"Solimonas aquatica"	0.0	0.0	0.0	9.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0
"Solimonas variicoloris"	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0
"Alcanivorax pacificus"	0.0	51.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Alcanivorax sp. N3-2A"	0.0	0.0	0.0	12.0	0.0	0.0	0.0	16.0	21.0	0.0	0.0
"Aidingimonas halophila"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0
"Chromohalobacter canadensis"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	0.0	0.0	0.0
"Chromohalobacter japonicus"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0
"Chromohalobacter salexigens"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	46.0	0.0	0.0	0.0
"Cobetia marina"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0
"Halomonas aestuarii"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.0	0.0	0.0	0.0
"Halomonas anticariensis"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.0	0.0	0.0	0.0
"Halomonas beimenensis"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	42.0	0.0	38.0	0.0
"Halomonas cupida"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0
"Halomonas daqiaonensis"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0
"Halomonas daqingensis"	124.0	0.0	0.0	0.0	0.0	0.0	0.0	55.0	0.0	89.0	139.0
"Halomonas elongata"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.0	0.0	0.0	0.0
"Halomonas gudaonensis"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0
"Halomonas halodenitrificans"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0
"Halomonas ilicicola"	58.0	0.0	0.0	18.0	0.0	0.0	10.0	223.0	0.0	125.0	0.0
"Halomonas korlensis"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	0.0	0.0	0.0
"Halomonas lutea"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	102.0	0.0	47.0	0.0
"Halomonas massiliensis"	0.0	0.0	20.0	0.0	166.0	0.0	0.0	0.0	149.0	0.0	0.0
"Halomonas muralis"	406.0	0.0	75.0	33.0	0.0	2.0	11.0	1395.0	0.0	755.0	225.0
"Halomonas pantelleriensis"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.0	0.0	32.0	0.0
"Halomonas saccharevitans"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.0	0.0	31.0	0.0
"Halomonas salina"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.0	0.0	0.0	0.0
"Halomonas shengliensis"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	47.0	0.0	0.0	0.0
"Halomonas taeanensis"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	64.0	0.0	35.0	0.0
"Halomonas urumqiensis"	0.0	0.0	0.0	9.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0
"Halomonas ventosae"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	39.0	0.0	37.0	0.0
"Halomonas xianhensis"	62.0	0.0	14.0	0.0	0.0	0.0	0.0	166.0	0.0	74.0	0.0
"Halomonas sp. 1513"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	79.0	0.0	57.0	0.0
"Halomonas sp. A11"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.0	0.0	36.0	0.0
"Halomonas sp. BC2"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0
"Halomonas sp. HG01"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0
"Halotalea alkalilenta"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.0	0.0	0.0
"Kushneria aurantia"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0
"Kushneria marisflavi"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0
"Salinicola acroporae"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0
"Salinicola lusitanus"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0
"Salinicola peritrichatus"	0.0	0.0	0.0	13.0	0.0	0.0	0.0	41.0	0.0	30.0	0.0
"Salinicola salarius"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0
"Salinicola tamaricis"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0
"Salinicola sp. CPA62"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0
"Salinicola sp. CR45"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0
"Salinicola sp. CR57"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0
"Gilliamella bombi"	0.0	75.0	0.0	40.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Haemophilus parainfluenzae"	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0
"Acinetobacter bereziniae"	57.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.0	0.0
"Acinetobacter baumannii"	364.0	25.0	0.0	0.0	0.0	0.0	0.0	0.0	54.0	0.0	77.0
"Acinetobacter nosocomialis"	0.0	0.0	0.0	15.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0
"Acinetobacter pittii"	0.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Acinetobacter genomosp. 33YU"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	73.0
"Acinetobacter guillouiae"	98.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	74.0	111.0
"Acinetobacter gyllenbergii"	0.0	0.0	0.0	10.0	0.0	0.0	0.0	24.0	0.0	0.0	0.0
"Acinetobacter indicus"	0.0	0.0	0.0	37.0	0.0	0.0	0.0	0.0	0.0	31.0	72.0
"Acinetobacter johnsonii"	234.0	120.0	44.0	103.0	644.0	0.0	55.0	47.0	142.0	124.0	107.0
"Acinetobacter junii"	0.0	57.0	15.0	23.0	0.0	0.0	0.0	33.0	98.0	78.0	86.0
"Acinetobacter lwoffii"	188.0	0.0	12.0	12.0	111.0	0.0	14.0	0.0	21.0	0.0	0.0
"Acinetobacter parvus"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	0.0	0.0
"Acinetobacter radioresistens"	705.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0
"Acinetobacter ursingii"	218.0	35.0	12.0	0.0	155.0	0.0	41.0	8.0	42.0	0.0	0.0
"Acinetobacter venetianus"	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Acinetobacter sp. BMW17"	46.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	21.0	0.0	0.0
"Acinetobacter sp. SFC"	0.0	21.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Acinetobacter sp. TTH0-4"	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0
"Acinetobacter sp. WCHA55"	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Alkanindiges illinoisensis"	75.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0
"Moraxella nonliquefaciens"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	165.0
"Moraxella osloensis"	1120.0	100.0	71.0	127.0	1305.0	0.0	602.0	52.0	103.0	125.0	780.0
"Psychrobacter sp. 1501(2011)"	0.0	0.0	0.0	0.0	97.0	0.0	0.0	0.0	0.0	0.0	0.0
"Psychrobacter sp. SHUES1"	0.0	67.0	0.0	12.0	128.0	0.0	32.0	0.0	0.0	0.0	0.0
"Azotobacter beijerinckii"	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Azotobacter vinelandii"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0
"Pseudomonas aeruginosa"	435.0	163.0	48.0	276.0	781.0	5.0	55.0	23.0	112.0	416.0	677.0
"Pseudomonas alcaligenes"	59.0	0.0	0.0	16.0	0.0	0.0	11.0	49.0	0.0	67.0	0.0
"Pseudomonas mendocina"	0.0	44.0	12.0	13.0	0.0	0.0	28.0	7.0	0.0	0.0	0.0
"Pseudomonas nitroreducens"	73.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	124.0	78.0
"Pseudomonas oleovorans"	0.0	0.0	11.0	0.0	0.0	0.0	29.0	0.0	0.0	0.0	0.0
"Pseudomonas alcaliphila"	0.0	25.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Pseudomonas antarctica"	0.0	0.0	12.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0
"Pseudomonas azotifigens"	0.0	0.0	12.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0
"Pseudomonas canadensis"	48.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Pseudomonas chengduensis"	0.0	0.0	0.0	19.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Pseudomonas fragi"	63.0	41.0	0.0	0.0	102.0	0.0	39.0	0.0	0.0	0.0	0.0
"Pseudomonas taetrolens"	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0
"Pseudomonas extremaustralis"	63.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	36.0	0.0
"Pseudomonas flexibilis"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0
"Pseudomonas azotoformans"	537.0	0.0	167.0	26.0	0.0	0.0	28.0	0.0	0.0	184.0	119.0
"Pseudomonas fluorescens"	194.0	192.0	57.0	162.0	366.0	0.0	752.0	72.0	350.0	2213.0	288.0
"Pseudomonas marginalis"	59.0	0.0	23.0	0.0	122.0	0.0	0.0	0.0	0.0	0.0	0.0
"Pseudomonas poae"	188.0	0.0	37.0	0.0	0.0	0.0	0.0	0.0	0.0	196.0	157.0
"Pseudomonas synxantha"	60.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Pseudomonas tolaasii"	0.0	0.0	35.0	0.0	0.0	0.0	0.0	0.0	17.0	30.0	61.0
"Pseudomonas trivialis"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	38.0	0.0
"Pseudomonas gingeri"	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Pseudomonas guariconensis"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0
"Pseudomonas hunanensis"	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Pseudomonas indoloxydans"	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0
"Pseudomonas oryzae"	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0
"Pseudomonas peli"	0.0	31.0	0.0	0.0	0.0	0.0	0.0	0.0	26.0	0.0	0.0
"Pseudomonas monteilii"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	32.0	0.0	0.0
"Pseudomonas oryzihabitans"	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0
"Pseudomonas plecoglossicida"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0
"Pseudomonas putida"	57.0	25.0	0.0	18.0	150.0	0.0	45.0	0.0	17.0	52.0	95.0
"Pseudomonas salomonii"	0.0	0.0	0.0	0.0	0.0	0.0	23.0	0.0	0.0	0.0	0.0
"Pseudomonas stutzeri"	151.0	392.0	35.0	48.0	387.0	0.0	89.0	55.0	126.0	142.0	163.0
